entity_id,class,foaf_name,rank,level,paperFamilyCount,citationCount,paperCount
2911204977,FieldOfStudy,Amorphochlora,21619,3,1,12,1
2910283188,FieldOfStudy,Female stress incontinence,15180,5,253,4211,259
2994139714,FieldOfStudy,Gps network,14577,3,977,4985,980
2910019902,FieldOfStudy,Eremolaena rotundifolia,21752,3,1,4,1
2909650487,FieldOfStudy,Pedicularis torta,21245,3,2,3,2
2910370831,FieldOfStudy,Teucrium lamiifolium,19842,2,5,33,5
2909841243,FieldOfStudy,Hypopygiopsis fumipennis,21934,3,1,2,1
3019241864,FieldOfStudy,Bac clone,17223,5,81,443,81
2910404418,FieldOfStudy,Vibrio cholerae Serogroup O1,18622,5,14,119,14
2910788783,FieldOfStudy,Major alar cartilage,22082,3,1,0,1
2909412636,FieldOfStudy,Stenanthemum,20073,4,5,15,5
2910239434,FieldOfStudy,High nasal bridge,21343,5,2,1,2
2911179912,FieldOfStudy,Vena comitans,17438,4,47,431,47
2911081869,FieldOfStudy,Adrenal Gland Adenoma,19329,4,15,7,15
2908929082,FieldOfStudy,Scytophycin B,20021,3,3,33,3
2910410171,FieldOfStudy,Accidental Drug Ingestion,19582,5,11,8,11
2909284149,FieldOfStudy,Vertebral arch,14909,3,973,2027,973
2780052720,FieldOfStudy,Florissantia,19782,2,2,56,2
2909952392,FieldOfStudy,Approach avoidance behaviour,18908,2,13,150,13
2910965800,FieldOfStudy,Injury kidney,21389,5,2,0,2
2908672336,FieldOfStudy,4-methylmorpholine,19150,2,12,38,12
2779425273,FieldOfStudy,Grazing incidence diffraction,14861,4,401,5884,401
2908534551,FieldOfStudy,Freycinetia baueriana,20065,2,4,27,4
24972589,FieldOfStudy,adipocyte protein 2,13092,4,1334,59269,1334
2910544951,FieldOfStudy,Fluoxetine norfluoxetine,19862,5,3,46,3
2993270508,FieldOfStudy,General biology,13667,2,1811,17685,1813
2909911711,FieldOfStudy,Guttural pouch mycosis,17000,4,71,793,71
2911130447,FieldOfStudy,Garcinia indica fruit extract,20590,2,4,6,4
2779895442,FieldOfStudy,Bartholin's gland,15794,5,286,1865,288
2911025320,FieldOfStudy,2-keto-4-pentenoic acid,21134,3,2,6,2
200638132,FieldOfStudy,DNSCurve,18966,5,9,70,9
2910850026,FieldOfStudy,Axillary apex,19694,5,6,39,6
2908901794,FieldOfStudy,Atrophic ovaries,19683,4,6,44,6
2910935011,FieldOfStudy,Pulmonary aspergillosis,14517,4,1087,4700,1089
2911047587,FieldOfStudy,Abscess colon,21515,3,1,8,1
2910141686,FieldOfStudy,Lavandulifolioside B,20539,3,2,27,2
2910552667,FieldOfStudy,Peroxisomal Targeting Signal 1,14696,5,132,12757,132
2778045055,FieldOfStudy,Chamaebatiaria,18724,4,8,109,8
2778443876,FieldOfStudy,Amnesic shellfish poisoning,14558,5,386,13372,387
2909308389,FieldOfStudy,Plasma cholinesterase level,19236,4,13,35,13
2910531599,FieldOfStudy,Neurotrimin,16419,5,63,2347,64
34911477,FieldOfStudy,Supplee's paradox,18863,5,12,65,12
2909921305,FieldOfStudy,Polysomnography analyzer,22082,3,1,0,1
2908869315,FieldOfStudy,Cochliostema odoratissimum,20984,3,3,0,3
2992781183,FieldOfStudy,Iron disilicide,16618,3,125,616,125
2910598313,FieldOfStudy,Agrotis vetusta,22082,3,1,0,1
2911032669,FieldOfStudy,Natural ortho,19638,2,5,41,5
2778336902,FieldOfStudy,Kato technique,17500,5,22,407,22
126057942,FieldOfStudy,Stereoscopy,10391,2,42378,281991,42493
2909563185,FieldOfStudy,Euxestoxenus,21776,3,1,2,1
2910779560,FieldOfStudy,Scarring skin,19935,5,7,13,7
2778017252,FieldOfStudy,Battlement,17680,3,62,69,62
2910441689,FieldOfStudy,TPO - Thyroid peroxidase antibody,22082,3,1,0,1
2908835667,FieldOfStudy,Breast changes,16683,5,92,752,93
2910635842,FieldOfStudy,Salmonella johannesburg,20146,5,5,18,5
2777776447,FieldOfStudy,Net energy gain,14401,2,349,12617,349
2909877522,FieldOfStudy,Alpha-adrenoceptor agonist,18905,5,17,69,17
2910756081,FieldOfStudy,Narrow-Leaved Plantain,20539,2,4,5,4
2908834551,FieldOfStudy,Butaminophene,22082,3,1,0,1
2992046965,FieldOfStudy,Random start,16509,4,131,994,131
2993666655,FieldOfStudy,Hierarchical cluster algorithm,17625,4,34,308,34
2780369902,FieldOfStudy,Crustacean larvae,15177,3,306,6026,306
2777315864,FieldOfStudy,Visual Basic,12294,3,13117,25974,13130
2781121353,FieldOfStudy,Schizencephaly,14631,4,674,8797,676
2910629901,FieldOfStudy,Rippling muscle syndrome,20909,3,3,3,3
2910352685,FieldOfStudy,Pseudozius caystrus,20940,3,2,8,2
196595271,FieldOfStudy,Transcendental idealism,13881,3,2097,7534,2098
2989339047,FieldOfStudy,Wideband signal,15091,4,598,2057,598
2911113773,FieldOfStudy,Alginate biosynthesis,17624,5,31,497,31
2910766490,FieldOfStudy,Pachyscelis,20473,3,5,0,5
2780129835,FieldOfStudy,Otodontidae,18959,4,17,74,17
2909575111,FieldOfStudy,Canned chick peas,21856,3,1,3,1
2910123369,FieldOfStudy,Graphidium strigosum,18132,4,27,207,27
2911168687,FieldOfStudy,Longidorus artemisiae,21367,3,1,5,1
2911080538,FieldOfStudy,Wushankaempferol,20793,3,1,28,1
2910728032,FieldOfStudy,Tamerlania zarudnyi,20541,3,4,2,4
2776212025,FieldOfStudy,Nonce word,16627,4,127,781,128
2908957162,FieldOfStudy,Helichrysum obconicum,19534,2,6,62,6
2776892178,FieldOfStudy,Pleuroperitoneal,15094,4,473,3830,473
2776893760,FieldOfStudy,Term of endearment,18231,2,38,38,38
2987311126,FieldOfStudy,Rule matching,15077,2,635,2437,638
2777946795,FieldOfStudy,Achromatic telescope,18380,3,33,28,33
2992613322,FieldOfStudy,Demand growth,14254,2,992,8816,1000
3017584563,FieldOfStudy,Elite controllers,16459,4,159,1443,160
2908591349,FieldOfStudy,4-hydroxy-2-pyrrolidone,18858,3,14,44,14
2909148141,FieldOfStudy,Progressive pulmonary hypertension,18021,4,31,180,31
2777915650,FieldOfStudy,Streptomycetaceae,12432,4,3896,92266,3900
3019857458,FieldOfStudy,Stenosed artery,16634,4,140,507,140
2908932698,FieldOfStudy,Rheumatic myocarditis,17502,5,72,160,72
2910579052,FieldOfStudy,Carex cespitosa,18908,4,20,49,20
2909943285,FieldOfStudy,Berberis chitria,19964,3,6,26,6
2908727092,FieldOfStudy,Convolvulus scindicus,21055,3,2,7,2
2909531863,FieldOfStudy,Dyke-Davidoff-Masson syndrome,16532,5,160,608,160
2910554709,FieldOfStudy,Daphnia rosea,17429,5,22,515,22
2909006945,FieldOfStudy,Acute dry pleurisy,21349,3,2,1,2
2775970530,FieldOfStudy,Schoenoplectus tabernaemontani,16364,3,66,1596,66
2989487288,FieldOfStudy,Cause analysis,13386,2,5416,2921,5417
2909485813,FieldOfStudy,Plicatamide,22082,3,1,0,1
2909694494,FieldOfStudy,Cartilagines nasi,22082,3,1,0,1
18414002,FieldOfStudy,Right to privacy,13439,3,3177,13705,3185
2909962679,FieldOfStudy,Monoclonal antibody RSHZ19,21305,3,2,2,2
2909461923,FieldOfStudy,Planocera multitentaculata,19400,5,4,100,4
2776959873,FieldOfStudy,Demand chain management,14266,5,217,14738,218
2779320788,FieldOfStudy,BIMU8,19414,5,6,89,6
2909948206,FieldOfStudy,Bicoxidens aridis,22004,3,1,2,1
2910196126,FieldOfStudy,Epimedium campanulatum,21214,3,2,4,2
2910561249,FieldOfStudy,Naso tergus,20984,3,3,0,3
2909539326,FieldOfStudy,Chaenotheca laevigata,21567,3,1,9,1
2909892934,FieldOfStudy,Genus Baiomys,20508,2,4,29,4
2779759422,FieldOfStudy,Heliothis maritima,20558,5,4,5,4
2911110369,FieldOfStudy,Biopsy needles,15376,4,241,3758,242
2910072141,FieldOfStudy,Calligonum korlaense,21833,3,1,2,1
2908991780,FieldOfStudy,Keyboard types,19105,2,16,13,16
2777207906,FieldOfStudy,Hyacinthoides,16433,3,73,1467,73
2909603583,FieldOfStudy,Reproductive Neoplasm,22082,3,1,0,1
2910692772,FieldOfStudy,Geriatrics specialist,21389,3,2,0,2
2910335639,FieldOfStudy,Infant Overnutrition,21195,3,1,11,1
2983137881,FieldOfStudy,Database retrieval,14507,2,742,4804,744
2776919675,FieldOfStudy,Arrenoseius,21186,5,2,5,2
185734153,FieldOfStudy,Coastal plain,11469,2,14097,192088,14135
2908649788,FieldOfStudy,Hexacosyl alcohol,20402,2,5,3,5
2910920090,FieldOfStudy,Muscle tearing,19052,2,12,103,12
2908577193,FieldOfStudy,Murexia rothschildi,20946,3,2,16,2
2909003953,FieldOfStudy,Life crisis,15067,2,384,3745,384
2909336575,FieldOfStudy,IgA.monoclonal,18400,5,32,66,32
2911118977,FieldOfStudy,TWISTED HAIR,18043,2,34,127,34
2992262925,FieldOfStudy,In situ degradation,15441,4,155,4194,155
2908664359,FieldOfStudy,Liriomyza helianthi,21659,2,1,9,1
2909463134,FieldOfStudy,Carotenoid catabolism,19957,3,3,40,3
2779818718,FieldOfStudy,Totally imaginary number field,19367,2,11,18,11
3309909,FieldOfStudy,Binary decision diagram,11728,2,5849,109277,6089
2910642910,FieldOfStudy,Lecaniodiscus cupanioides,18546,3,18,108,19
2778512508,FieldOfStudy,Phalaris arundinacea,13759,3,1306,21500,1306
2910739415,FieldOfStudy,Phialophora jeanselmei,18119,5,22,198,22
2909640978,FieldOfStudy,Cervical vertebral fusion,17732,3,41,210,41
2909119024,FieldOfStudy,Lactobacillus saerimneri,20984,4,3,0,3
2909976127,FieldOfStudy,Caprimulgus affinis stictomus,22082,3,1,0,1
2909543358,FieldOfStudy,Aujeszkys Disease Virus,20950,4,3,2,3
2991952685,FieldOfStudy,Pragmatic reasoning,16049,3,127,1885,130
2911154702,FieldOfStudy,Spiniphiline,21870,3,1,3,1
2908982376,FieldOfStudy,Flagellate erythema,17548,5,55,325,55
2776812111,FieldOfStudy,Jewish Christian,14468,3,1255,2722,1256
2908568546,FieldOfStudy,Somatosensory evoked potential study,19145,5,13,57,13
204279265,FieldOfStudy,Indian summer,14795,2,343,7188,343
2911092773,FieldOfStudy,Lancet devices,18391,3,18,161,18
2780998014,FieldOfStudy,Kent distribution,17570,3,23,392,23
2910564362,FieldOfStudy,Strongyloides sp,16978,4,122,360,122
3018237960,FieldOfStudy,Copper mediated,13983,3,852,17026,1089
2781213330,FieldOfStudy,Archipsocus,19905,3,7,8,7
2910665881,FieldOfStudy,Mouse Intestine,15561,3,257,3160,257
2910928608,FieldOfStudy,Adverse Childhood Experience Survey,21340,3,2,2,2
2910103570,FieldOfStudy,Mandibular abscess,20030,4,6,12,6
2909304005,FieldOfStudy,Fungia granulosa,19931,5,4,41,4
2778517224,FieldOfStudy,Lithosiini,17167,5,125,142,125
2780458438,FieldOfStudy,Etacrynic acid,16683,4,85,1184,85
2778501838,FieldOfStudy,Ars operon,14643,5,175,11683,175
2911039872,FieldOfStudy,Language speech,15533,2,348,2267,350
2910803675,FieldOfStudy,Pseudochoricystis ellipsoidea,19099,4,9,62,9
2775973550,FieldOfStudy,Eualetes tulipa,21284,2,2,3,2
133116355,FieldOfStudy,Pre-preg,16500,4,150,539,150
134895398,FieldOfStudy,Educational psychology,10793,2,25454,362720,25473
2910607489,FieldOfStudy,Rhodymenia holmesii,20233,3,3,37,3
2780312639,FieldOfStudy,Terminalia sericea,15969,2,143,2488,143
2909621390,FieldOfStudy,Enone reductase activity,19968,3,6,33,6
2909513355,FieldOfStudy,Resting myoclonus,19207,3,1,129,1
2910686994,FieldOfStudy,Dichotomophthora species,21915,3,1,2,1
2910459475,FieldOfStudy,Complete testicular feminization syndrome,19309,3,14,19,14
2908578690,FieldOfStudy,Efficacy Study,14385,3,903,9380,903
2909694428,FieldOfStudy,EMILIN1 gene,20436,5,3,29,3
2778508895,FieldOfStudy,Stylidium armeria,19429,2,7,79,7
2780615214,FieldOfStudy,Dreamtime,15383,2,464,1743,465
2910415529,FieldOfStudy,Genus Geotrygon,22082,3,1,0,1
2778210392,FieldOfStudy,Self-healing,12066,3,8130,101399,8166
2910323364,FieldOfStudy,Gray colour,18643,2,27,35,27
2991860356,FieldOfStudy,Retail sales,13316,2,2417,23089,2420
2780397007,FieldOfStudy,Elymniini,21198,2,2,4,2
2908878650,FieldOfStudy,Increased red cell osmotic fragility,20307,2,2,32,2
2780057173,FieldOfStudy,Buphthalmum salicifolium,19202,2,5,48,5
61665672,FieldOfStudy,Graph isomorphism,12668,5,2305,42778,2454
2908577022,FieldOfStudy,Soluble liver,17535,3,49,300,49
2909294398,FieldOfStudy,Huriez syndrome,18886,5,16,64,16
2909520690,FieldOfStudy,Streptomyces ziwulingensis,21778,3,1,4,1
2983140819,FieldOfStudy,Voltage amplitude,13962,3,1812,5991,1813
2781236385,FieldOfStudy,Anemone apennina,19658,5,10,21,10
2910503951,FieldOfStudy,Argyresthia amiantella,21660,3,1,2,1
3019191079,FieldOfStudy,Walking test,14125,3,1026,10793,1026
2910857843,FieldOfStudy,Acontias plumbeus,20696,2,4,0,4
160862168,FieldOfStudy,Skeuomorph,18917,2,11,72,11
2776542084,FieldOfStudy,Dust abatement,16022,3,218,850,218
2993237439,FieldOfStudy,Air flow control,13742,3,1605,7485,1605
2910819251,FieldOfStudy,Arthropod identification,18654,5,12,237,12
2988665185,FieldOfStudy,Feature fusion,13770,3,2591,8772,2621
2910948498,FieldOfStudy,Ranunculus rigescens,22082,3,1,0,1
2909400933,FieldOfStudy,Heavy Ion Radiation Therapy,18886,5,18,37,18
2909036614,FieldOfStudy,Paenibacillus konsidensis,20742,3,1,27,1
2777070815,FieldOfStudy,Analytical Thomism,18220,3,37,45,37
2910357898,FieldOfStudy,Kisaura aurascens,21637,3,1,3,1
2909711981,FieldOfStudy,Prebiotic evolution,14519,3,203,11889,206
2910001868,FieldOfStudy,European union,8992,2,231857,1700167,232979
2777590445,FieldOfStudy,Polyhexahydrotriazine,17726,4,26,472,26
2910857149,FieldOfStudy,Tonometry.non contact,21135,3,2,5,2
2910941324,FieldOfStudy,Elevated mean corpuscular volume,19985,5,5,19,5
2908872631,FieldOfStudy,Reese-Ellsworth Classification,21086,2,2,5,2
2911031917,FieldOfStudy,Spore stain,20000,4,4,19,4
2911196638,FieldOfStudy,DNA Topoisomerase II beta,20965,2,3,1,3
2909171197,FieldOfStudy,Chiliadenus glutinosus,20202,3,2,30,2
2909719778,FieldOfStudy,Hyperatomarin,22082,3,1,0,1
2991737052,FieldOfStudy,Methyl nicotinate,16164,2,137,1733,138
2994603421,FieldOfStudy,Niels bohr,14422,3,1061,6604,1065
2910644051,FieldOfStudy,Sceloporus bicanthalis,18956,5,12,137,12
2910042382,FieldOfStudy,Aristotelia,16907,2,87,590,88
2778809810,FieldOfStudy,SCOFF questionnaire,14599,5,125,14657,125
2993982584,FieldOfStudy,Economic support,14383,2,1289,5942,1290
2908907271,FieldOfStudy,Allergic diarrhoea,20919,3,3,3,3
2909327149,FieldOfStudy,Genus Bathyergus,20691,3,1,25,1
3020401037,FieldOfStudy,Risk indicators,13528,2,1819,21858,1827
2909641349,FieldOfStudy,Pilus organization,22029,3,1,1,1
2908931316,FieldOfStudy,Uncomplicated incisional hernia,22082,3,1,0,1
2908787605,FieldOfStudy,Christmas Island frigatebird,19759,2,9,17,9
75775101,FieldOfStudy,Vector Markup Language,15135,4,735,1538,735
2909011102,FieldOfStudy,Capnocytophaga cynodegmi,18432,5,25,128,25
28838541,FieldOfStudy,Flanging,12219,3,14072,18801,14074
3017565514,FieldOfStudy,Anti cd20,14866,4,918,4192,918
2910134886,FieldOfStudy,Extremity lymphatic vessels,21885,3,1,2,1
84247811,FieldOfStudy,Unattended ground sensor,14987,2,635,2770,637
2910427494,FieldOfStudy,Mitochondrial DNA replication,13608,4,542,34564,546
2985488822,FieldOfStudy,Internet self efficacy,15073,3,183,5956,183
13847129,FieldOfStudy,Algebraic Riccati equation,11919,4,5990,80825,6073
2779901608,FieldOfStudy,Panachraesta,21628,3,1,5,1
3019716846,FieldOfStudy,3h proline,16515,4,106,1144,106
2909066989,FieldOfStudy,Stage IIA Ovarian Cancer,22082,3,1,0,1
2911223528,FieldOfStudy,Augmentin duo,21272,3,1,11,1
2911063350,FieldOfStudy,Polyspora chrysandra,21358,3,2,1,2
2984008669,FieldOfStudy,K harmonic means,17326,5,58,243,58
2908909301,FieldOfStudy,Chronic lymphangitis,19820,4,9,3,9
2908865937,FieldOfStudy,Immunologic Precipitation,22082,2,1,0,1
2777564903,FieldOfStudy,C3a receptor,14979,5,307,10212,307
2993557816,FieldOfStudy,Optical reconstruction,15060,4,291,6035,293
2908883505,FieldOfStudy,Leptynoptera sulfurea,21996,3,1,1,1
2910001481,FieldOfStudy,Limonius agonus,20439,2,4,5,4
2910865714,FieldOfStudy,Leptosphaeria avenaria,18667,5,14,98,14
2778971383,FieldOfStudy,CAPZA2,19593,5,6,49,6
2909442626,FieldOfStudy,Thioplatin,21389,3,2,0,2
2908772352,FieldOfStudy,Preoligodendrocytes,20675,5,4,2,4
15760308,FieldOfStudy,String field theory,11010,2,9132,273799,9259
2779262939,FieldOfStudy,Cyclododecahexaene,20887,2,3,3,3
2908731582,FieldOfStudy,Solanum kwebense,20033,3,2,36,2
2992244243,FieldOfStudy,Treatment trial,14318,3,775,11214,777
2992669165,FieldOfStudy,Pain score,12929,2,4644,36893,4657
2779644211,FieldOfStudy,Thienobenzodiazepine,17166,5,37,836,37
2910091205,FieldOfStudy,Neotoma bryanti,19015,3,10,134,10
2909542726,FieldOfStudy,Aching pain,15317,3,639,1155,639
2909966359,FieldOfStudy,Extracorporeal immunoadsorption,16934,5,63,990,63
2911176351,FieldOfStudy,Brachial embolectomy,19070,4,7,70,7
2986059584,FieldOfStudy,Orthonormal wavelets,14987,5,96,3060,98
2778556691,FieldOfStudy,Bismuthine,16329,5,119,1425,123
2910582143,FieldOfStudy,Peritoneal fold,18234,4,29,110,29
2994267591,FieldOfStudy,Tunneling conductance,15526,3,275,2578,277
2909845246,FieldOfStudy,Kazachstania heterogenica,21962,3,1,2,1
2910285244,FieldOfStudy,Hiatus sacralis,19022,4,20,11,20
2910646716,FieldOfStudy,Thyrotropin binding inhibitory immunoglobulins,20224,5,4,20,4
2993282730,FieldOfStudy,Arctic ecosystem,15671,4,275,2456,275
2992425496,FieldOfStudy,Channel network,13799,3,1616,12334,1618
2779290202,FieldOfStudy,Razer,17151,2,114,168,114
2910499180,FieldOfStudy,Stenella plagiodon,18626,5,10,114,10
2776240701,FieldOfStudy,Right to housing,15002,3,828,2200,828
123596811,FieldOfStudy,Polite number,14603,3,718,6381,718
2909298898,FieldOfStudy,Nettion crecca,20061,2,7,4,7
2911082978,FieldOfStudy,Arctostaphylos nissenana,21829,3,1,5,1
2910124054,FieldOfStudy,Arsenic.organic,20229,2,6,3,6
2908796984,FieldOfStudy,Clathrulina elegans,19570,2,6,45,6
3020723100,FieldOfStudy,Slip resistance,14208,4,1379,5286,1380
2910372905,FieldOfStudy,Cleruchoides,19762,3,2,55,2
2781202839,FieldOfStudy,Ropalidia marginata,15517,4,142,4643,142
2988007004,FieldOfStudy,Parallel process,13775,2,1481,13952,1484
2910115756,FieldOfStudy,Ear syringing,17409,2,52,319,52
2780170542,FieldOfStudy,Bulnesia sarmientoi,18200,3,26,185,26
2909747390,FieldOfStudy,Pachylasmatidae,20208,2,4,29,4
2908727055,FieldOfStudy,Stage IIA1 Cervical Cancer,21389,3,2,0,2
2908625656,FieldOfStudy,Chlamydia trachomatis deoxyribonucleic acid,20393,4,2,22,2
2910462932,FieldOfStudy,Pericardium tissue,18491,4,18,148,18
2909557292,FieldOfStudy,Betazole Hydrochloride,17143,5,36,507,36
2987654020,FieldOfStudy,Software fault isolation,16953,3,23,344,23
2910035594,FieldOfStudy,Primary male hypogonadism,19468,5,10,30,10
2780664559,FieldOfStudy,MSSTA,17973,4,38,120,39
2910740173,FieldOfStudy,Nasopharyngogram,19882,3,2,29,2
2911191174,FieldOfStudy,Normochromic red blood cells,21323,4,2,1,2
2776200394,FieldOfStudy,Acalolepta luxuriosa,19042,5,12,58,12
2908576156,FieldOfStudy,LITAF gene,20083,5,4,34,4
2910704508,FieldOfStudy,Epinephelus akaara,16003,3,271,1537,271
2908556917,FieldOfStudy,Silicone paste,17176,3,51,422,51
2910455336,FieldOfStudy,Toxicology studies,14352,4,791,12773,797
2910793182,FieldOfStudy,3'-arylazido-8-azido ATP,20954,3,1,16,1
2779302950,FieldOfStudy,Boletus edulis,14624,3,712,7964,712
2777176878,FieldOfStudy,Friedman's k-percent rule,20925,2,3,2,3
2781419171,FieldOfStudy,Hollisteria,20080,3,3,24,3
2909255212,FieldOfStudy,Coccoloba porphyrostachys,22082,3,1,0,1
2994432508,FieldOfStudy,Photoluminescence quenching,15984,3,160,2143,161
2910795248,FieldOfStudy,Aconitum tuguancunense,22082,3,1,0,1
2778563414,FieldOfStudy,Emergency medical dispatch,15424,3,282,3676,282
2778158287,FieldOfStudy,Cysteine sulfinic acid,14521,4,374,14171,375
2910745972,FieldOfStudy,Schisandra henryi,18439,4,20,123,22
2909037482,FieldOfStudy,Tyr-D-Ala-Gly-Phe,19821,5,8,2,9
2777770210,FieldOfStudy,Virtual private database,18319,3,30,76,30
2908744883,FieldOfStudy,Plagiochila barteri,21022,3,2,14,2
2985300816,FieldOfStudy,Multipath diversity,16944,5,86,245,87
2910237334,FieldOfStudy,Thiothrix fructosivorans,21621,5,1,6,1
2909615378,FieldOfStudy,Pack filling,17501,3,50,129,50
2776780783,FieldOfStudy,Aillyidae,21779,2,1,3,1
2909039179,FieldOfStudy,Nebritus powelli,21538,3,1,7,1
2909086638,FieldOfStudy,Hypochondriacal disorders,18761,4,13,92,13
2909379995,FieldOfStudy,Umbilical Fissure,16821,4,55,812,55
2910040416,FieldOfStudy,Metacnephia amphora,21615,3,1,4,1
2910192943,FieldOfStudy,Meridialaris diguillina,21276,3,1,18,1
2910242608,FieldOfStudy,Brachycoeliidae,18627,5,20,88,21
2775847163,FieldOfStudy,Calmodulin-binding proteins,13935,4,592,24489,592
2909613723,FieldOfStudy,Graphilbum rectangulosporium,21616,3,1,9,1
3020562197,FieldOfStudy,Granule membrane,16907,4,86,692,86
9676145,FieldOfStudy,Mesaxon,14258,5,332,17589,333
2909573370,FieldOfStudy,Calamagrostis pseudophragmites,19147,4,18,9,18
2910290023,FieldOfStudy,Ethylene glycol toxicity,17156,4,57,442,57
2911178506,FieldOfStudy,Campanella caesia,20810,3,2,9,2
2777481183,FieldOfStudy,Market access,12226,3,8655,64964,8776
2910040946,FieldOfStudy,LCM Viruses,20946,3,2,16,2
2910430846,FieldOfStudy,Etmopterus splendidus,20519,3,3,22,3
125453309,FieldOfStudy,Loo,14543,2,830,9616,831
2908837106,FieldOfStudy,Daunorubicinone,21389,5,2,0,2
2780385056,FieldOfStudy,Catenovulum,20387,5,5,6,5
2993373233,FieldOfStudy,Chemical deposition,13608,3,1838,12793,1841
2909107793,FieldOfStudy,Gloydius brevicaudus,19255,5,15,23,15
2780920095,FieldOfStudy,Boundary object,12955,2,1082,53705,1090
2909637290,FieldOfStudy,Pagrosomus auratus,20939,2,3,1,3
2776863803,FieldOfStudy,Karoowia,19943,5,4,22,4
2780869221,FieldOfStudy,Cytodeme,17524,5,20,663,20
2909405480,FieldOfStudy,Suspected dengue,17237,5,83,391,83
2910958056,FieldOfStudy,Handedness right,18954,2,8,81,8
2780786102,FieldOfStudy,cis-Inositol,18174,4,33,101,33
2909466624,FieldOfStudy,Free cholesterol,14359,4,775,10117,775
2909481086,FieldOfStudy,Strophostyles leiosperma,20656,2,3,8,3
2911015464,FieldOfStudy,Monomethylammonium ion,20584,2,2,13,2
2781470083,FieldOfStudy,Norvaline,14213,4,761,13200,769
2908606455,FieldOfStudy,Plasma taurine level,20321,4,3,30,3
2911149373,FieldOfStudy,Bleb related endophthalmitis,18784,5,15,111,15
2909429655,FieldOfStudy,Thraustochytrium sp. CHN-1,21034,3,1,20,1
2910695691,FieldOfStudy,OXCT1 gene,21389,5,2,0,2
2910994400,FieldOfStudy,Pelagibacterium,19067,5,12,104,12
28362024,FieldOfStudy,Thrashing,13665,2,1443,10254,1457
2910752954,FieldOfStudy,Genus Leifsonia,19451,5,6,88,6
2781105689,FieldOfStudy,Magnolia salicifolia,17610,3,41,355,41
2993204245,FieldOfStudy,Initial momentum,15723,3,214,2242,216
2776679516,FieldOfStudy,Adipiodone,19095,4,14,55,14
2909216603,FieldOfStudy,Erica regerminans,22082,3,1,0,1
2909797373,FieldOfStudy,Ileal Pouches,17736,5,49,233,49
2910000970,FieldOfStudy,Tyto rosenbergii,21364,3,2,1,2
2909034168,FieldOfStudy,Kaixin jieyu,20048,5,7,10,7
2781292828,FieldOfStudy,Achelata,16062,5,81,2895,81
2909513955,FieldOfStudy,Syntheciidae,19999,5,6,19,6
2780028468,FieldOfStudy,Alkalilimnicola,21389,5,2,0,2
2910770599,FieldOfStudy,Fungus imperfectus,19460,4,8,38,8
2910137631,FieldOfStudy,Fastosarion,21313,3,2,3,2
2778260919,FieldOfStudy,Dorsomedial prefrontal cortex,16266,5,114,2208,114
2777256564,FieldOfStudy,Sphaerobambos,19961,5,4,23,4
2909939757,FieldOfStudy,PVME polymer,20572,3,3,15,3
2908614031,FieldOfStudy,Decreased GI Motility,21256,3,2,2,2
3017671368,FieldOfStudy,Post colonialism,13952,3,2100,6228,2104
2910802938,FieldOfStudy,Clipped speech,17406,3,54,208,54
2909654463,FieldOfStudy,Glucagon Gene,17884,5,24,349,24
2909360478,FieldOfStudy,Candidatus Monilibacter,21389,3,2,0,2
2908892613,FieldOfStudy,Paracolobactrum,16270,5,142,870,142
2910753043,FieldOfStudy,Mycteroperca prionura,20328,3,2,48,2
2909680091,FieldOfStudy,Acetobacteroides,22082,3,1,0,1
