patent_id,published_or_filed_date,filed_country,application_kind,pct_doc_number,pct_doc_type
9090120,2009-07-02,WO,A,WO2009/081077,wo_grant
11298944,2019-08-01,WO,A,WO2019/147238,wo_grant
8367588,2007-04-26,WO,A,WO2007/047301,wo_grant
10326247,2016-05-12,WO,00,PCT/US2016/032170,pct_application
6652844,1999-12-29,WO,A,WO99/66885,wo_grant
8945456,2011-02-10,WO,A,WO2011/015566,wo_grant
8926707,2011-04-19,WO,00,PCT/GB2011/000595,pct_application
8216973,2009-04-15,WO,00,PCT/EP2009/002742,pct_application
9476588,2011-10-21,WO,00,PCT/JP2011/005901,pct_application
9020554,2009-06-24,WO,00,PCT/US2009/003746,pct_application
9937515,2015-10-08,WO,A,WO2015/149864,wo_grant
5990810,1996-02-15,WO,00,PCT/AU96/00081,pct_application
7600560,2005-09-15,WO,A,WO2005/085738,wo_grant
10765629,2019-01-31,WO,A,WO2019/023211,wo_grant
10877034,2015-12-23,WO,A,WO2015/193552,wo_grant
8538902,2009-03-05,WO,A,WO2009/028558,wo_grant
10062483,2013-07-04,WO,A,WO2013/099274,wo_grant
10670099,2016-10-03,WO,00,PCT/JP2016/079277,pct_application
5218527,1991-02-18,WO,00,PCT/JP91/00198,pct_application
8589158,2009-07-10,WO,00,PCT/EP2009/058808,pct_application
11121095,2017-12-15,WO,00,PCT/JP2017/045069,pct_application
8905070,2010-04-26,WO,00,PCT/NL2010/050227,pct_application
7935907,2007-08-02,WO,A,WO2007/085425,wo_grant
8103012,2007-02-22,WO,00,PCT/EP2007/051723,pct_application
10854325,2017-11-09,WO,A,WO2017/190959,wo_grant
10411951,2015-02-10,WO,00,PCT/US2015/015122,pct_application
9561251,2009-05-22,WO,A,WO2009/062993,wo_grant
7205211,2003-10-09,WO,A,WO03/083930,wo_grant
6488324,1999-10-28,WO,A,WO99/54152,wo_grant
7063778,2003-07-17,WO,A,WO03/057368,wo_grant
4944428,1986-03-27,WO,00,PCT/EP86/00187,pct_application
11015975,2018-11-22,WO,A,WO2018/213286,wo_grant
10996641,2017-10-02,WO,00,PCT/SG2017/050493,pct_application
7798110,2005-08-18,WO,A,WO2005/075796,wo_grant
10689922,2017-02-24,WO,00,PCT/NO2017/050052,pct_application
11155442,2015-12-18,WO,00,PCT/US2015/066587,pct_application
11310889,2019-12-05,WO,00,PCT/EP2019/083787,pct_application
11310426,2019-02-07,WO,A,WO2019/026615,wo_grant
8405389,2008-12-26,WO,00,PCT/JP2008/073964,pct_application
4987718,1988-05-19,WO,A,WO88/03593,wo_grant
10469226,2017-04-13,WO,A,WO2017/061774,wo_grant
9533693,2013-06-20,WO,A,WO2013/087206,wo_grant
9292548,2013-05-10,WO,A,WO2013/066320,wo_grant
6095397,1997-03-13,WO,A,WO97/09739,wo_grant
8861587,2012-01-26,WO,A,WO2012/011860,wo_grant
11007818,2018-03-22,WO,A,WO2018/050756,wo_grant
8793830,2011-04-25,WO,00,PCT/IB2011/051792,pct_application
9608629,2014-10-09,WO,A,WO2014/162668,wo_grant
7964687,2005-07-07,WO,00,PCT/JP2005/012580,pct_application
9941573,2015-01-20,WO,00,PCT/JP2015/000223,pct_application
7175759,2003-06-19,WO,A,WO03/050356,wo_grant
9523848,2013-09-26,WO,A,WO2013/139866,wo_grant
10787430,2017-12-21,WO,A,WO2017/218960,wo_grant
6942915,2000-09-28,WO,A,WO00/56993,wo_grant
7742610,2002-02-14,WO,A,WO02/12022,wo_grant
11088899,2018-12-27,WO,A,WO2018/236005,wo_grant
6895616,2002-02-07,WO,A,WO0209634,wo_grant
10774601,2018-01-25,WO,A,WO2018/016964,wo_grant
6190074,2000-01-27,WO,A,WO00/03617,wo_grant
9960627,2013-06-27,WO,A,WO2013/094464,wo_grant
10228171,2015-06-25,WO,A,WO2015/093126,wo_grant
9855712,2014-12-31,WO,A,WO2014/207443,wo_grant
8595713,2005-06-21,WO,00,PCT/SE2005/000965,pct_application
8689459,2008-06-12,WO,A,WO2008/069639,wo_grant
9205729,2012-12-20,WO,A,WO2012/173191,wo_grant
9918181,2013-06-26,WO,00,PCT/KR2013/005638,pct_application
10123211,2013-12-11,WO,00,PCT/US2013/074455,pct_application
7243827,2002-05-02,WO,00,PCT/DE02/01590,pct_application
8531074,2007-10-10,WO,00,PCT/EP2007/060767,pct_application
6266005,1999-01-13,WO,00,PCT/DE99/00038,pct_application
8841977,2009-06-17,WO,00,PCT/KR2009/003241,pct_application
5958251,1996-02-29,WO,A,WO96/06045,wo_grant
11439734,2015-03-26,WO,00,PCT/EP2015/056575,pct_application
8252951,2009-04-30,WO,A,WO2009/053545,wo_grant
9534459,2013-06-06,WO,A,WO2013/082386,wo_grant
10336209,2015-01-02,WO,00,PCT/EP2015/050008,pct_application
7977475,2006-10-05,WO,00,PCT/IB2006/053651,pct_application
7863983,2004-05-19,WO,00,PCT/US2004/015856,pct_application
9803233,2014-06-12,WO,A,WO2014/087410,wo_grant
10774043,2017-11-09,WO,A,WO2017/191657,wo_grant
10253907,2017-08-24,WO,A,WO2017/143019,wo_grant
8289959,2007-09-27,WO,A,WO2007/107432,wo_grant
9815779,2014-11-27,WO,00,PCT/JP2014/081354,pct_application
9116307,2011-10-03,WO,00,PCT/JP2011/072741,pct_application
8539861,2011-02-24,WO,00,PCT/JP2011/054823,pct_application
7420311,2004-05-14,WO,00,PCT/DE2004/001007,pct_application
7838567,2003-08-14,WO,A,WO03/066716,wo_grant
8532884,2009-03-11,WO,00,PCT/JP2009/001089,pct_application
10319305,2016-02-03,WO,00,PCT/JP2016/053154,pct_application
4550538,1982-07-29,WO,00,PCT/AU82/00119,pct_application
5597597,1994-04-27,WO,00,PCT/GB94/00898,pct_application
7495819,2004-07-01,WO,A,WO2004/055586,wo_grant
10990262,2017-04-13,WO,00,PCT/JP2017/015136,pct_application
7432280,2005-01-06,WO,A,WO2005/000305,wo_grant
7432726,2004-04-13,WO,00,PCT/JP2004/005269,pct_application
9604306,2013-04-25,WO,00,PCT/JP2013/062191,pct_application
11085099,2017-02-15,WO,00,PCT/JP2017/005466,pct_application
7665360,2006-04-20,WO,A,WO2006/040931,wo_grant
11044524,2016-12-16,WO,00,PCT/IB2016/057742,pct_application
10696762,2016-02-25,WO,A,WO2016/026878,wo_grant
8431616,2005-11-14,WO,00,PCT/RU2005/000563,pct_application
8481750,2010-12-09,WO,A,WO2010/141330,wo_grant
11350580,2018-01-25,WO,A,WO2018/014055,wo_grant
9334602,2010-04-15,WO,A,WO2010/040674,wo_grant
10165990,2014-12-26,WO,00,PCT/KR2014/012903,pct_application
10808085,2018-01-04,WO,A,WO2018/003513,wo_grant
9766452,2014-09-02,WO,00,PCT/JP2014/004483,pct_application
11096903,2016-05-30,WO,00,PCT/KR2016/005721,pct_application
11269270,2020-01-23,WO,A,WO2020/018195,wo_grant
7833732,2006-07-20,WO,00,PCT/US2006/028032,pct_application
9739373,2013-05-16,WO,00,PCT/JP2013/063686,pct_application
11039286,2019-03-14,WO,A,WO2019/050358,wo_grant
11450938,2019-03-21,WO,A,WO2019/055002,wo_grant
10446765,2015-06-30,WO,00,PCT/KR2015/006723,pct_application
11002212,2019-03-15,WO,00,PCT/CN2019/078244,pct_application
10966993,2018-06-21,WO,A,WO2018/108111,wo_grant
8793903,2009-10-19,WO,00,PCT/CN2009/074507,pct_application
4727025,1985-12-19,WO,A,WO85/05641,wo_grant
10903982,2019-06-27,WO,A,WO2019/120092,wo_grant
6213635,1999-02-26,WO,00,PCT/CH99/00092,pct_application
9313777,2012-07-27,WO,00,PCT/JP2012/004786,pct_application
9713830,2014-11-18,WO,00,PCT/JP2014/080491,pct_application
8796309,2007-05-10,WO,A,WO2007/052738,wo_grant
10428456,2015-10-22,WO,A,WO2015/158103,wo_grant
7068629,2000-03-16,WO,A,WO00/14904,wo_grant
9101456,2010-03-04,WO,A,WO2010/024879,wo_grant
10269788,2016-09-08,WO,00,PCT/CN2016/098430,pct_application
10024262,2015-04-07,WO,00,PCT/JP2015/060863,pct_application
8397043,2007-12-17,WO,00,PCT/IB2007/055170,pct_application
10626941,2017-06-01,WO,00,PCT/JP2017/020402,pct_application
10777918,2017-08-24,WO,A,WO2017/141822,wo_grant
11291153,2018-09-20,WO,A,WO2018/166561,wo_grant
10324449,2015-02-27,WO,00,PCT/JP2015/055899,pct_application
5931374,1996-06-24,WO,00,PCT/US96/10773,pct_application
10163939,2017-01-09,WO,00,PCT/CN2017/070622,pct_application
8127818,2005-12-20,WO,00,PCT/JP2005/023407,pct_application
11073490,2016-02-05,WO,00,PCT/IT2016/000030,pct_application
6289034,2000-03-09,WO,A,WO00/12766,wo_grant
9077430,2010-04-20,WO,00,PCT/CN2010/071941,pct_application
9416795,2010-03-04,WO,A,WO2010/022726,wo_grant
8487816,2009-11-12,WO,A,WO2009/135839,wo_grant
10420162,2015-05-29,WO,00,PCT/EP2015/061996,pct_application
10116173,2016-08-04,WO,A,WO2016/121050,wo_grant
10653109,2018-06-07,WO,A,WO2018/100555,wo_grant
7602248,2006-07-12,WO,00,PCT/JP2006/314206,pct_application
9573255,2013-04-11,WO,00,PCT/US2013/036153,pct_application
8468901,2008-08-21,WO,A,WO2008/099196,wo_grant
5969854,1997-07-22,WO,00,PCT/EP97/03954,pct_application
10889812,2015-10-24,WO,00,PCT/US2015/057259,pct_application
4694209,1985-04-25,WO,A,WO85/01843,wo_grant
10994962,2019-03-28,WO,A,WO2019/058049,wo_grant
11298984,2017-12-07,WO,A,WO2017/208516,wo_grant
8394559,2007-05-18,WO,00,PCT/JP2007/060220,pct_application
8137687,2006-08-09,WO,00,PCT/US2006/030952,pct_application
9021792,2012-03-06,WO,00,PCT/JP2012/055606,pct_application
11119499,2018-03-23,WO,00,PCT/JP2018/011871,pct_application
8952572,2009-07-02,WO,00,PCT/EP2009/058329,pct_application
8276938,2009-01-15,WO,A,WO2009/008350,wo_grant
5641907,1993-10-28,WO,00,PCT/DK93/00347,pct_application
10641798,2016-11-03,WO,A,WO2016/175116,wo_grant
7357705,2003-12-18,WO,00,PCT/JP03/16210,pct_application
5873271,1996-02-29,WO,A,WO96/05989,wo_grant
10980048,2017-03-23,WO,A,WO2017/045187,wo_grant
6630150,2000-07-20,WO,A,WO00/41676,wo_grant
10212737,2015-04-02,WO,A,WO2015/045959,wo_grant
5902813,1996-10-24,WO,A,WO96/33192,wo_grant
8234887,2006-09-28,WO,A,WO2006/101377,wo_grant
10011943,2014-09-25,WO,00,PCT/EP2014/070466,pct_application
11054750,2015-04-09,WO,A,WO2015/049099,wo_grant
8272217,2005-04-13,WO,00,PCT/EP2005/051617,pct_application
8997822,2012-01-12,WO,00,PCT/JP2012/050465,pct_application
8031577,2007-11-01,WO,A,WO2007/123065,wo_grant
8617854,2010-03-25,WO,A,WO2010/031776,wo_grant
11075506,2019-08-08,WO,A,WO2019/149560,wo_grant
9534069,2013-09-30,WO,00,PCT/KR2013/008755,pct_application
11008516,2018-03-19,WO,00,PCT/CN2018/079423,pct_application
4554390,1983-04-14,WO,A,WO83/01257,wo_grant
10146679,2013-07-04,WO,A,WO2013/101137,wo_grant
9462152,2014-07-10,WO,A,WO2014/107070,wo_grant
7773632,2007-06-14,WO,A,WO2007/065300,wo_grant
10995841,2017-03-29,WO,00,PCT/JP2017/012861,pct_application
5326862,1991-07-15,WO,00,PCT/FR91/00580,pct_application
7756142,2005-02-24,WO,A,WO2005/018188,wo_grant
11181178,2017-06-22,WO,00,PCT/JP2017/023029,pct_application
11216103,2018-12-20,WO,A,WO2018/228114,wo_grant
10894266,2017-08-22,WO,00,PCT/US2017/047888,pct_application
5321861,1991-06-06,WO,00,PCT/GB91/00907,pct_application
7551144,2006-11-09,WO,A,WO2006/118496,wo_grant
10728322,2013-01-31,WO,00,PCT/US2013/024200,pct_application
10229712,2014-05-08,WO,00,PCT/IB2014/000701,pct_application
10590628,2018-04-05,WO,A,WO2018/061454,wo_grant
8587615,2010-12-23,WO,00,PCT/KR2010/009278,pct_application
11060065,2014-06-09,WO,00,PCT/JP2014/003067,pct_application
10361829,2016-05-06,WO,A,WO2016/065527,wo_grant
8816918,2012-09-13,WO,A,WO2012/119619,wo_grant
11448181,2019-04-04,WO,A,WO2019/064080,wo_grant
5925018,1996-05-23,WO,A,WO96/14893,wo_grant
7021231,2002-06-06,WO,A,WO02/44013,wo_grant
11090354,2016-08-05,WO,00,PCT/US2016/045814,pct_application
10865675,2017-04-11,WO,00,PCT/JP2017/014814,pct_application
8513263,2010-04-29,WO,A,WO2010/048314,wo_grant
10634764,2016-10-13,WO,A,WO2016/164031,wo_grant
7803887,2006-09-21,WO,A,WO2006/097500,wo_grant
9359303,2010-04-21,WO,00,PCT/US2010/031916,pct_application
8450074,2010-01-11,WO,00,PCT/US2010/020677,pct_application
6216295,1998-10-22,WO,A,WO98/46185,wo_grant
11208373,2018-05-24,WO,00,PCT/EP2018/063591,pct_application
8675681,2010-01-06,WO,00,PCT/GB2010/000012,pct_application
6161342,1997-07-15,WO,00,PCT/FR97/01317,pct_application
8802814,2012-01-20,WO,00,PCT/FR2012/050130,pct_application
9154242,2013-05-21,WO,00,PCT/JP2013/003213,pct_application
7499444,2004-06-24,WO,00,PCT/IB2004/051004,pct_application
7267140,2003-03-01,WO,00,PCT/EP03/02111,pct_application
10688175,2016-10-13,WO,00,PCT/US2016/056904,pct_application
9321784,2013-10-04,WO,00,PCT/US2013/063347,pct_application
10827774,2018-01-25,WO,A,WO2018/016822,wo_grant
8660686,2009-03-18,WO,00,PCT/DE2009/000371,pct_application
6340201,1999-12-23,WO,A,WO99/66134,wo_grant
7995887,2007-02-08,WO,A,WO2007/015458,wo_grant
6429262,1999-11-11,WO,A,WO99/57195,wo_grant
9953605,2015-12-10,WO,A,WO2015/186832,wo_grant
5702159,,WO,00,PCT/JP94/00684      ,pct_application
5145603,1990-01-04,WO,00,PCT/EP90/00013,pct_application
8805801,2010-12-29,WO,00,PCT/CN2010/080459,pct_application
9334239,2013-12-19,WO,00,PCT/JP2013/084052,pct_application
7540947,2004-01-15,WO,A,WO2004/005908,wo_grant
11448920,2019-12-04,WO,00,PCT/CN2019/123088,pct_application
11100834,2018-11-12,WO,00,PCT/CN2018/114997,pct_application
8183048,2008-07-25,WO,00,PCT/US2008/071107,pct_application
9523379,2011-10-31,WO,00,PCT/NZ2011/000230,pct_application
10856412,2020-01-30,WO,A,WO2020/020900,wo_grant
8831589,2012-04-05,WO,A,WO2012/041022,wo_grant
10744972,2017-03-15,WO,00,PCT/JP2017/010473,pct_application
5873384,1995-05-31,WO,00,PCT/DK95/00212,pct_application
7769569,2006-03-09,WO,A,WO2006/025062,wo_grant
7336068,2003-06-26,WO,A,WO03/052358,wo_grant
10344664,2016-03-24,WO,A,WO2016/043229,wo_grant
10125404,2014-02-27,WO,00,PCT/JP2014/054807,pct_application
9042685,2011-06-20,WO,00,PCT/AU2011/000742,pct_application
9145316,2008-07-15,WO,00,PCT/MY2008/000070,pct_application
5344543,1992-09-03,WO,A,WO92/14538,wo_grant
9834930,2014-07-18,WO,00,PCT/EP2014/065542,pct_application
8374151,2007-08-23,WO,00,PCT/CN2007/002556,pct_application
9649738,2013-11-28,WO,00,PCT/FI2013/051116,pct_application
5654586,1994-11-24,WO,A,WO94/27319,wo_grant
11149479,2018-06-29,WO,00,PCT/CN2018/093609,pct_application
9285600,2012-07-04,WO,00,PCT/EP2012/063049,pct_application
10945407,2016-05-30,WO,00,PCT/SE2016/050502,pct_application
10588641,2016-04-21,WO,00,PCT/US2016/028691,pct_application
9766244,2013-07-01,WO,00,PCT/US2013/048863,pct_application
7245650,2002-09-19,WO,A,WO02/073853,wo_grant
9556943,2014-03-13,WO,A,WO2014/039713,wo_grant
7217479,2002-11-28,WO,A,WO02/095860,wo_grant
9840514,2015-01-08,WO,A,WO2015/001422,wo_grant
9580415,2014-03-13,WO,00,PCT/GB2014/050764,pct_application
6978768,2003-05-01,WO,A,WO03/036066,wo_grant
7939971,2007-04-05,WO,A,WO2007/036542,wo_grant
5717580,,WO,00,PCT/DE94/00226      ,pct_application
10967835,2017-10-27,WO,00,PCT/KR2017/012031,pct_application
7886568,2006-11-02,WO,A,WO2006/115035,wo_grant
9501093,2013-10-24,WO,A,WO2013/158149,wo_grant
10732451,2018-04-28,WO,00,PCT/CN2018/085064,pct_application
7669601,2006-02-15,WO,00,PCT/US2006/005245,pct_application
9221501,2013-12-05,WO,A,WO2013/178502,wo_grant
9371502,2012-06-07,WO,00,PCT/AU2012/000653,pct_application
7892710,2006-01-19,WO,A,WO2006/007192,wo_grant
11289459,2018-05-30,WO,00,PCT/KR2018/006142,pct_application
10093014,2016-06-23,WO,A,WO2016/096819,wo_grant
7287361,2003-10-23,WO,A,WO03/086871,wo_grant
7669885,2007-08-30,WO,A,WO2007/096516,wo_grant
9791051,2013-09-06,WO,A,WO2013/129939,wo_grant
9851029,2013-09-26,WO,00,PCT/US2013/061806,pct_application
9358605,2012-05-16,WO,00,PCT/EP2012/059182,pct_application
5802249,,WO,00,PCT/EP94/02730      ,pct_application
10392436,2016-09-09,WO,A,WO2016/138842,wo_grant
10861694,2017-12-21,WO,00,PCT/EP2017/083988,pct_application
4783303,1986-03-14,WO,00,PCT/EP86/00141,pct_application
10238692,2010-05-20,WO,A,WO2010/056075,wo_grant
8470322,2010-05-03,WO,00,PCT/CU2010/000002,pct_application
10821128,2017-03-01,WO,00,PCT/EP2017/054702,pct_application
8087863,2006-12-21,WO,00,PCT/EP2006/012418,pct_application
11090067,2018-08-09,WO,A,WO2018/144611,wo_grant
9987885,2015-07-23,WO,00,PCT/JP2015/070933,pct_application
10906358,2016-04-25,WO,00,PCT/JP2016/002176,pct_application
8221355,2005-10-06,WO,A,WO2005/092411,wo_grant
11396392,2019-05-23,WO,A,WO2019/095252,wo_grant
5927369,1996-09-13,WO,00,PCT/EP96/04038,pct_application
10179924,2012-10-04,WO,A,WO2012/133495,wo_grant
6297386,1999-06-21,WO,00,PCT/EP99/04297,pct_application
9716274,2014-08-25,WO,00,PCT/JP2014/072172,pct_application
8718982,2010-03-25,WO,A,WO2010/031404,wo_grant
8834935,2011-01-06,WO,A,WO2011/000970,wo_grant
10288868,2015-08-06,WO,A,WO2015/116951,wo_grant
11267136,2016-10-31,WO,00,PCT/IB2016/056560,pct_application
7947658,2005-03-31,WO,A,WO2005/027980,wo_grant
7335291,2002-10-24,WO,A,WO02/083571,wo_grant
9581267,2012-10-11,WO,A,WO2012/138314,wo_grant
8570413,2008-02-07,WO,00,PCT/JP2008/052056,pct_application
7592166,2003-09-19,WO,00,PCT/EP03/10473,pct_application
9515100,2014-12-04,WO,A,WO2014/190712,wo_grant
9718876,2012-11-16,WO,00,PCT/NL2012/050812,pct_application
10662157,2017-10-12,WO,A,WO2017/175613,wo_grant
8747947,2013-03-21,WO,A,WO2013/039506,wo_grant
6173219,1997-06-03,WO,00,PCT/FR97/00971,pct_application
8494678,2008-06-14,WO,00,PCT/EP2008/004799,pct_application
9078297,2009-02-19,WO,00,PCT/IL2009/000199,pct_application
7540879,2001-08-23,WO,A,WO01/60284,wo_grant
10060482,2014-07-24,WO,A,WO2014/111459,wo_grant
9763640,2014-01-03,WO,A,WO2014/000279,wo_grant
6816043,2002-06-20,WO,A,WO02/49140,wo_grant
10194133,2015-05-29,WO,00,PCT/KR2015/005412,pct_application
9579838,2011-12-23,WO,00,PCT/FR2011/053186,pct_application
10728691,2017-08-29,WO,00,PCT/US2017/049164,pct_application
6887560,2002-07-03,WO,00,PCTJP02/06717,pct_application
10005873,2015-09-03,WO,A,WO2015/128471,wo_grant
10539449,2015-08-19,WO,00,PCT/EP2015/069045,pct_application
6312545,1999-02-11,WO,A,WO99/06621,wo_grant
9808003,2014-04-16,WO,00,PCT/EP2014/057835,pct_application
10766170,2013-12-05,WO,A,WO2013/177620,wo_grant
9669838,2013-07-02,WO,00,PCT/EP2013/063917,pct_application
11300452,2018-06-06,WO,00,PCT/JP2018/021762,pct_application
8607862,2009-04-30,WO,00,PCT/EP2009/055297,pct_application
10959570,2016-04-07,WO,A,WO2016/053681,wo_grant
8847367,2009-02-27,WO,00,PCT/JP2009/053716,pct_application
8811971,2009-02-05,WO,A,WO2009/016540,wo_grant
10524676,2017-11-02,WO,A,WO2017/185846,wo_grant
6252440,1999-04-01,WO,A,WO99/16056,wo_grant
8138001,2008-09-29,WO,00,PCT/JP2008/067628,pct_application
9103763,2009-04-30,WO,A,WO2009/053957,wo_grant
9357584,2011-04-06,WO,00,PCT/EP2011/055348,pct_application
10472346,2015-10-30,WO,00,PCT/US2015/058429,pct_application
5637278,1993-07-13,WO,00,PCT/GB93/01460,pct_application
8687957,2009-10-19,WO,00,PCT/CA2009/001493,pct_application
7382221,2004-12-24,WO,00,PCT/JP2004/019399,pct_application
9862019,2013-10-10,WO,A,WO2013/150256,wo_grant
10329899,2016-08-24,WO,00,PCT/US2016/048254,pct_application
10611800,2017-09-14,WO,A,WO2017/153954,wo_grant
6387692,1997-06-12,WO,A,WO97/20946,wo_grant
9093920,2011-10-06,WO,A,WO2011/122706,wo_grant
7268199,2001-12-20,WO,A,WO01/96453,wo_grant
5775891,,WO,A,WO95/33172          ,wo_grant
7687543,2003-01-29,WO,00,PCT/GB03/00364,pct_application
11291778,2018-04-27,WO,00,PCT/CN2018/084848,pct_application
8939127,2012-04-11,WO,00,PCT/JP2012/059902,pct_application
11441217,2019-06-20,WO,A,WO2019/114875,wo_grant
7027517,2000-03-06,WO,00,PCT/JP00/01354,pct_application
11239931,2020-01-09,WO,A,WO2020/009668,wo_grant
10155755,2016-09-09,WO,A,WO2016/140136,wo_grant
9579394,2012-08-07,WO,00,PCT/EP2012/065470,pct_application
8952564,2011-02-10,WO,A,WO2011/016135,wo_grant
6969132,1999-11-04,WO,A,WO99/55199,wo_grant
6786262,2001-03-01,WO,A,WO01/14130,wo_grant
9497758,2009-08-20,WO,00,PCT/EP2009/060770,pct_application
10843160,2017-04-06,WO,A,WO2017/058368,wo_grant
5654993,1994-06-29,WO,00,PCT/SE94/00644,pct_application
8408435,2003-02-06,WO,A,WO03/009728,wo_grant
8684983,2009-11-12,WO,00,PCT/DK2009/050298,pct_application
8601527,2010-02-19,WO,00,PCT/JP2010/052492,pct_application
9457842,2011-06-06,WO,00,PCT/JP2011/062976,pct_application
